STRD_YYMM,SIDO_NM,CCG_NM,GENDER_CD,AGE_CD,TP_BUZ_NO,TP_BUZ_NM,amt,cnt
202606,경기도,성남시 분당구,2,6,4010,편 의 점,163460000,19759
202604,경기도,평택시,3,3,8001,일반한식,144470000,4999
202605,서울특별시,중랑구,2,5,8301,제 과 점,52660000,4980
202606,충청남도,아산시,3,5,4010,편 의 점,95540000,9510
202603,충청남도,예산군,1,3,4010,편 의 점,68390000,7514
202603,경기도,평택시,2,6,8301,제 과 점,60930000,4276
202606,울산광역시,중구,1,6,8004,일식회집,19490000,389
202606,경상남도,창원시 성산구,2,6,8001,일반한식,406580000,10313
202602,울산광역시,중구,2,5,8006,서양음식,89440000,6934
202604,전라남도,순천시,1,6,8301,제 과 점,50750000,2701
202605,부산광역시,해운대구,3,2,4020,슈퍼 마켓,27870000,2685
202603,서울특별시,서초구,2,6,8004,일식회집,83410000,1677
202602,경기도,성남시 중원구,1,6,8001,일반한식,559900000,16861
202603,경상남도,진주시,3,2,4020,슈퍼 마켓,31760000,1614
202601,인천광역시,강화군,1,4,8006,서양음식,38810000,2040
202601,서울특별시,마포구,x,x,4004,대형할인점,65920000,3270
202604,서울특별시,성북구,1,3,4010,편 의 점,230880000,34464
202605,경기도,용인시 수지구,2,6,8301,제 과 점,64210000,4826
202605,대구광역시,북구,1,4,8021,스넥,100360000,5528
202605,서울특별시,종로구,1,5,4020,슈퍼 마켓,89850000,7069
202605,강원특별자치도,정선군,2,6,4020,슈퍼 마켓,66090000,2517
202602,경상북도,영주시,2,4,4010,편 의 점,31110000,2727
202602,인천광역시,부평구,2,5,4020,슈퍼 마켓,654000000,25346
202604,경상북도,예천군,2,6,4020,슈퍼 마켓,45140000,1660
202605,경기도,안양시 동안구,3,6,4004,대형할인점,23820000,663
202603,충청남도,아산시,3,5,4020,슈퍼 마켓,221300000,10450
202604,경상북도,영덕군,2,4,4020,슈퍼 마켓,28660000,1443
202604,대구광역시,북구,1,1,8001,일반한식,67070000,2609
202601,경기도,군포시,2,6,8021,스넥,28530000,2183
202604,제주특별자치도,제주시,3,2,8004,일식회집,93070000,2005
202605,충청남도,천안시 동남구,3,3,4020,슈퍼 마켓,102660000,5295
202604,충청북도,제천시,1,6,8005,중국음식,27910000,1161
202603,대구광역시,중구,3,2,4010,편 의 점,59480000,4461
202604,인천광역시,동구,3,6,8006,서양음식,2030000,301
202604,경기도,화성시 만세구,3,1,4020,슈퍼 마켓,4910000,514
202606,충청북도,제천시,1,2,4010,편 의 점,59930000,8992
202604,전라남도,담양군,2,4,8006,서양음식,43410000,2858
202603,강원특별자치도,정선군,1,5,8006,서양음식,18060000,1431
202606,충청남도,천안시 서북구,1,6,8301,제 과 점,47460000,3141
202601,부산광역시,금정구,2,6,8021,스넥,92670000,6440
202602,광주광역시,서구,1,2,8001,일반한식,437370000,9183
202602,서울특별시,동작구,1,2,8021,스넥,49880000,3469
202605,경기도,수원시 장안구,3,5,4004,대형할인점,54000000,1152
202606,서울특별시,관악구,2,6,8006,서양음식,123940000,14139
202601,경상남도,양산시,1,2,8006,서양음식,77040000,8778
202603,전라남도,완도군,1,4,4010,편 의 점,90530000,6867
202605,부산광역시,북구,2,4,8021,스넥,76730000,5398
202601,서울특별시,강남구,1,6,8301,제 과 점,163790000,11368
202603,경기도,부천시 원미구,2,3,8005,중국음식,30900000,1119
202603,경상남도,창원시 마산회원구,1,2,8001,일반한식,121120000,3396
202606,부산광역시,서구,2,4,4010,편 의 점,68420000,10025
202606,강원특별자치도,태백시,1,4,4010,편 의 점,34430000,3424
202606,전라남도,여수시,1,1,8006,서양음식,10200000,1324
202604,대구광역시,중구,2,4,8021,스넥,63720000,4933
202604,경기도,성남시 중원구,2,2,4020,슈퍼 마켓,16870000,1820
202604,인천광역시,연수구,2,3,4010,편 의 점,131440000,16669
202606,울산광역시,동구,3,2,8006,서양음식,22100000,1395
202603,충청북도,청주시 청원구,2,1,8001,일반한식,18060000,475
202606,강원특별자치도,양양군,1,5,4010,편 의 점,82350000,8052
202602,경기도,광명시,1,1,4010,편 의 점,14070000,3217
202602,서울특별시,강남구,3,3,8021,스넥,11740000,909
202602,경기도,시흥시,2,3,8004,일식회집,24520000,461
202604,서울특별시,용산구,1,4,8301,제 과 점,36030000,2737
202606,경상남도,사천시,1,6,8021,스넥,15900000,724
202604,경기도,여주시,1,5,8006,서양음식,47600000,3477
202602,경기도,안성시,2,5,8021,스넥,13960000,677
202602,충청남도,논산시,1,1,8001,일반한식,8800000,301
202606,경기도,수원시 영통구,2,5,4020,슈퍼 마켓,143730000,8427
202601,경기도,수원시 장안구,1,4,4004,대형할인점,518560000,12993
202601,전라남도,무안군,1,5,8001,일반한식,274770000,5765
202605,충청남도,천안시 서북구,1,5,4020,슈퍼 마켓,432190000,20683
202606,서울특별시,노원구,1,2,8001,일반한식,260080000,8878
202605,강원특별자치도,양양군,1,5,8006,서양음식,31550000,1794
202604,부산광역시,서구,1,2,8301,제 과 점,5600000,667
202604,충청북도,충주시,1,4,8005,중국음식,41970000,1436
202605,전북특별자치도,정읍시,2,6,8021,스넥,13880000,765
202603,광주광역시,북구,1,6,8006,서양음식,165410000,23079
202605,경상북도,구미시,3,3,8021,스넥,10410000,517
202603,울산광역시,남구,2,2,4010,편 의 점,111090000,14636
202606,경기도,안산시 상록구,2,5,8021,스넥,59500000,3591
202602,경상북도,경주시,1,1,4010,편 의 점,19750000,3313
202602,경기도,군포시,3,3,8301,제 과 점,4050000,377
202603,전라남도,여수시,1,1,8006,서양음식,10220000,1163
202606,경상남도,창원시 진해구,1,2,8001,일반한식,121070000,3230
202602,충청남도,당진시,1,2,4010,편 의 점,78380000,9592
202605,서울특별시,종로구,2,1,8001,일반한식,51460000,2385
202606,경기도,가평군,2,4,8001,일반한식,110400000,2451
202602,충청남도,천안시 동남구,3,5,8001,일반한식,61820000,2040
202601,대구광역시,남구,1,2,4010,편 의 점,82240000,12746
202604,경기도,파주시,2,3,8021,스넥,32250000,2149
202604,경기도,성남시 분당구,1,3,8021,스넥,87030000,4742
202606,충청북도,충주시,3,2,4004,대형할인점,17850000,703
202606,대구광역시,중구,1,4,8006,서양음식,179100000,16143
202605,인천광역시,부평구,3,3,4010,편 의 점,119270000,13652
202606,서울특별시,종로구,2,5,4020,슈퍼 마켓,101450000,6479
202606,부산광역시,사상구,2,3,4010,편 의 점,104600000,15470
202606,경기도,광명시,1,4,8021,스넥,49920000,2687
202606,대전광역시,동구,2,6,4010,편 의 점,86550000,9939
202605,서울특별시,성북구,1,6,8006,서양음식,159190000,15467
202605,경기도,고양시 덕양구,3,3,8006,서양음식,15110000,1565
202605,충청북도,단양군,2,4,8021,스넥,17490000,1009
202604,전라남도,목포시,2,5,4010,편 의 점,116650000,11782
202604,서울특별시,강서구,2,6,4004,대형할인점,752180000,20369
202602,경기도,성남시 분당구,1,2,8301,제 과 점,19550000,1951
202602,강원특별자치도,원주시,1,6,8004,일식회집,40740000,505
202603,부산광역시,영도구,2,3,8006,서양음식,53230000,5078
202602,서울특별시,은평구,1,6,8021,스넥,71180000,4838
202601,대구광역시,동구,2,3,4020,슈퍼 마켓,137430000,9273
202605,경기도,안산시 단원구,2,2,8021,스넥,27770000,1847
202606,서울특별시,성북구,3,4,4010,편 의 점,24380000,3139
202606,인천광역시,중구,2,2,8301,제 과 점,27790000,3395
202602,부산광역시,동래구,2,5,8301,제 과 점,110020000,8598
202603,부산광역시,사하구,1,2,4010,편 의 점,218260000,38444
202604,울산광역시,북구,1,6,8006,서양음식,83920000,7470
202602,서울특별시,강서구,2,2,4004,대형할인점,85390000,3677
202605,경기도,과천시,1,4,8021,스넥,22630000,1019
202606,경기도,고양시 덕양구,3,4,8006,서양음식,14240000,1540
202603,부산광역시,강서구,2,6,8005,중국음식,22770000,799
202604,강원특별자치도,속초시,2,6,4020,슈퍼 마켓,206200000,7222
202601,경상남도,창원시 진해구,3,2,4010,편 의 점,45570000,5674
202605,서울특별시,노원구,2,2,8001,일반한식,225110000,8145
202606,경기도,화성시 병점구,2,5,8001,일반한식,194290000,4959
202605,강원특별자치도,고성군,1,3,4010,편 의 점,36210000,3662
202604,서울특별시,구로구,1,2,8001,일반한식,304090000,10622
202603,경기도,성남시 분당구,1,1,8006,서양음식,43090000,5786
202606,충청북도,청주시 상당구,3,2,4004,대형할인점,2140000,94
202605,충청북도,단양군,2,2,8021,스넥,3410000,237
202606,경기도,양주시,1,2,8001,일반한식,125140000,3143
202604,경상남도,김해시,2,3,4020,슈퍼 마켓,131840000,7143
202606,인천광역시,연수구,2,4,8004,일식회집,40270000,1018
202606,경상남도,남해군,2,5,8006,서양음식,37590000,1987
202601,경기도,부천시 소사구,3,3,8301,제 과 점,5130000,481
202606,강원특별자치도,고성군,2,4,4010,편 의 점,21510000,2148
202606,전라남도,진도군,2,4,4010,편 의 점,9150000,891
202604,대구광역시,동구,1,6,8301,제 과 점,57680000,5000
202602,서울특별시,강남구,3,2,8005,중국음식,15210000,537
202602,전라남도,장흥군,2,3,4020,슈퍼 마켓,15170000,466
202601,부산광역시,연제구,2,6,8004,일식회집,34090000,534
202601,경상북도,김천시,1,2,4010,편 의 점,44340000,6333
202601,경기도,고양시 일산동구,2,2,8001,일반한식,163340000,5071
202605,부산광역시,남구,2,3,4020,슈퍼 마켓,78250000,5584
202606,서울특별시,종로구,1,6,8021,스넥,130780000,7530
202606,서울특별시,마포구,2,5,8004,일식회집,96050000,2929
202605,대구광역시,남구,1,6,8301,제 과 점,33940000,3090
202602,부산광역시,남구,1,2,4020,슈퍼 마켓,50700000,5349
202601,대구광역시,달서구,2,2,8001,일반한식,306480000,8437
202605,경상남도,밀양시,3,5,8001,일반한식,14170000,337
202602,전라남도,여수시,3,1,4010,편 의 점,1920000,354
202604,인천광역시,미추홀구,2,2,4020,슈퍼 마켓,30950000,2863
202604,대구광역시,달성군,1,5,4010,편 의 점,302980000,34484
202603,경상북도,포항시 남구,3,5,8006,서양음식,8440000,876
202605,경기도,화성시 동탄구,1,4,4020,슈퍼 마켓,129540000,5224
202602,전북특별자치도,정읍시,1,6,4020,슈퍼 마켓,124500000,4754
202606,전라남도,완도군,2,4,8301,제 과 점,3220000,232
202601,서울특별시,용산구,2,5,8021,스넥,40280000,2771
202601,경기도,평택시,1,2,4020,슈퍼 마켓,84340000,4919
202601,충청남도,천안시 서북구,1,4,4004,대형할인점,358310000,8309
202601,경상북도,김천시,3,6,8001,일반한식,16090000,388
202604,부산광역시,강서구,3,3,4010,편 의 점,54000000,6328
202602,전라남도,순천시,1,1,8006,서양음식,10430000,1131
202602,서울특별시,도봉구,1,6,8301,제 과 점,42730000,3597
202605,서울특별시,용산구,2,3,4020,슈퍼 마켓,37460000,3379
202606,부산광역시,사상구,2,1,4010,편 의 점,14700000,3337
202603,세종특별자치시,세종특별자치시,2,3,4020,슈퍼 마켓,54540000,3026
202603,전라남도,무안군,1,1,8006,서양음식,3880000,522
202602,경기도,수원시 장안구,2,5,4010,편 의 점,107650000,11282
202605,광주광역시,북구,2,1,8301,제 과 점,3780000,435
202604,전라남도,함평군,2,6,8001,일반한식,63400000,1931
202603,전북특별자치도,고창군,2,6,4020,슈퍼 마켓,41410000,1511
202603,부산광역시,사하구,1,1,8021,스넥,5930000,482
202605,서울특별시,서대문구,1,5,8301,제 과 점,48550000,4620
202604,경상북도,김천시,1,5,8021,스넥,48780000,3200
202603,서울특별시,관악구,2,6,8006,서양음식,112090000,12179
202606,충청북도,청주시 상당구,1,2,4010,편 의 점,68570000,9707
202604,광주광역시,광산구,2,6,8301,제 과 점,53780000,3928
202601,충청북도,청주시 청원구,1,4,8021,스넥,46480000,2139
202601,인천광역시,남동구,2,6,8006,서양음식,108600000,11126
202601,경기도,가평군,2,5,4010,편 의 점,29500000,2810
202603,전라남도,장흥군,2,6,8006,서양음식,7510000,549
202603,전라남도,장성군,1,3,8006,서양음식,17760000,1503
202603,대전광역시,동구,2,4,8006,서양음식,61950000,6257
202601,부산광역시,연제구,2,6,8006,서양음식,133520000,14462
202606,경상북도,영양군,1,3,8006,서양음식,2510000,185
202601,인천광역시,중구,3,4,8006,서양음식,44530000,3557
202605,경기도,파주시,1,1,8001,일반한식,30890000,1270
202604,서울특별시,송파구,1,2,4004,대형할인점,61290000,3168
202604,서울특별시,종로구,2,5,8021,스넥,84730000,5662
202602,서울특별시,중랑구,2,4,8005,중국음식,18410000,827
202602,경상남도,김해시,1,4,8004,일식회집,83280000,1269
202602,충청남도,아산시,2,4,8006,서양음식,163700000,13049
202602,서울특별시,서초구,1,3,4020,슈퍼 마켓,24100000,2016
202602,경기도,파주시,2,5,8004,일식회집,28980000,571
202604,경기도,수원시 영통구,3,5,4004,대형할인점,5310000,287
202603,서울특별시,종로구,1,4,8004,일식회집,107840000,2211
202602,충청남도,천안시 서북구,1,4,4004,대형할인점,359870000,7530
202606,경기도,여주시,2,6,4020,슈퍼 마켓,104700000,3714
202602,경기도,부천시 소사구,1,3,4010,편 의 점,141530000,18622
202602,경기도,김포시,1,6,8005,중국음식,80900000,3168
202604,서울특별시,구로구,1,3,8005,중국음식,71730000,2706
202602,경기도,성남시 분당구,2,4,8001,일반한식,434500000,13439
202603,부산광역시,수영구,1,5,8021,스넥,60140000,3709
202601,서울특별시,서대문구,2,6,8301,제 과 점,92160000,7945
202601,강원특별자치도,원주시,2,3,4010,편 의 점,150960000,15810
202603,울산광역시,남구,1,6,8301,제 과 점,48810000,3606
202602,인천광역시,남동구,2,6,8005,중국음식,36730000,1329
202602,강원특별자치도,춘천시,1,5,4010,편 의 점,239240000,27775
202606,충청남도,공주시,1,6,4020,슈퍼 마켓,144130000,6215
202604,서울특별시,마포구,3,3,8021,스넥,11800000,824
202605,충청북도,청주시 서원구,2,4,8301,제 과 점,24320000,1859
202602,경상북도,경주시,3,2,8006,서양음식,36070000,2208
202603,경상남도,거제시,1,4,8004,일식회집,48920000,519
202606,전북특별자치도,정읍시,2,4,8001,일반한식,82340000,2213
202605,경기도,용인시 처인구,1,4,8021,스넥,81150000,3732
202602,경기도,동두천시,2,6,8006,서양음식,25940000,1850
202605,경상북도,상주시,2,3,4004,대형할인점,15210000,318
202601,전라남도,광양시,3,6,8001,일반한식,41240000,1030
202604,대구광역시,동구,1,5,8301,제 과 점,43800000,3887
202605,경기도,평택시,2,2,8005,중국음식,24760000,927
202603,경기도,하남시,x,x,4004,대형할인점,116790000,3831
202604,부산광역시,해운대구,1,1,8005,중국음식,3280000,199
202602,전라남도,장흥군,2,4,8001,일반한식,31200000,936
202604,경기도,의왕시,2,4,8021,스넥,16990000,1256
202602,부산광역시,영도구,2,2,8001,일반한식,40560000,1135
202603,서울특별시,종로구,2,6,4010,편 의 점,124830000,14888
202606,부산광역시,중구,3,5,4010,편 의 점,9780000,1092
202602,경상북도,영주시,2,4,8005,중국음식,6270000,228
202601,경기도,고양시 일산동구,3,3,4010,편 의 점,33650000,3829
202606,대전광역시,동구,2,5,8001,일반한식,275780000,8385
202605,전라남도,광양시,2,6,8301,제 과 점,21510000,1089
202605,강원특별자치도,인제군,1,5,8006,서양음식,35430000,3546
202605,경상남도,밀양시,x,x,4020,슈퍼 마켓,9680000,464
202606,경기도,용인시 수지구,2,4,4020,슈퍼 마켓,139210000,4876
202604,경기도,파주시,3,4,8001,일반한식,53440000,1527
202602,부산광역시,해운대구,2,6,4020,슈퍼 마켓,665090000,42509
202601,부산광역시,기장군,1,4,8005,중국음식,63540000,2127
202601,경기도,화성시 병점구,1,5,8004,일식회집,9350000,206
202602,부산광역시,사하구,1,4,8021,스넥,66890000,3619
202601,충청남도,보령시,1,5,8005,중국음식,33850000,1132
202604,제주특별자치도,제주시,3,5,4004,대형할인점,175700000,3175
202602,경상남도,창원시 진해구,2,5,4020,슈퍼 마켓,134570000,6577
202601,인천광역시,중구,2,3,4010,편 의 점,159760000,20071
202602,광주광역시,남구,1,2,4010,편 의 점,66090000,10054
202606,서울특별시,강동구,2,4,8004,일식회집,59510000,1670
202603,강원특별자치도,삼척시,2,2,8006,서양음식,9460000,761
202601,경기도,의왕시,1,5,4020,슈퍼 마켓,73290000,4298
202603,강원특별자치도,원주시,2,4,4020,슈퍼 마켓,308200000,10559
202601,광주광역시,남구,2,2,8001,일반한식,87420000,2436
202604,경기도,성남시 분당구,1,6,8301,제 과 점,119200000,9981
202605,경기도,안산시 단원구,1,2,8021,스넥,46030000,2392
202601,경상남도,김해시,2,5,8021,스넥,98440000,5905
202601,전라남도,완도군,1,5,8001,일반한식,231700000,4028
202606,경상북도,경주시,1,6,8021,스넥,80560000,6111
202602,경기도,평택시,3,6,8301,제 과 점,7740000,484
202602,전라남도,여수시,3,3,4020,슈퍼 마켓,41150000,1764
202606,전북특별자치도,임실군,1,5,8005,중국음식,8070000,346
202602,경상남도,진주시,1,2,4004,대형할인점,58930000,2055
202602,충청남도,아산시,2,5,8021,스넥,40510000,2204
202606,경상남도,진주시,2,4,4010,편 의 점,130210000,14950
202603,경상북도,김천시,1,2,8001,일반한식,54880000,1487
202606,제주특별자치도,제주시,1,4,8021,스넥,143650000,7289
202602,울산광역시,중구,x,x,4020,슈퍼 마켓,56230000,3867
202603,광주광역시,북구,3,6,4010,편 의 점,18720000,1993
202605,부산광역시,남구,1,1,4020,슈퍼 마켓,6020000,819
202604,충청남도,공주시,2,4,8301,제 과 점,14600000,747
202605,충청남도,공주시,1,5,8301,제 과 점,17700000,855
202606,부산광역시,부산진구,3,5,8001,일반한식,81390000,2472
202604,경기도,시흥시,2,4,8005,중국음식,64880000,2343
202603,인천광역시,남동구,3,3,4004,대형할인점,48960000,1019
202603,서울특별시,영등포구,1,1,8001,일반한식,19730000,822
202605,충청남도,당진시,1,5,4020,슈퍼 마켓,177440000,7631
202603,경상남도,창원시 진해구,2,3,4010,편 의 점,69790000,8199
202603,부산광역시,북구,2,2,8004,일식회집,20750000,616
202601,전라남도,무안군,1,3,8006,서양음식,46070000,3750
202605,경상남도,산청군,x,x,8004,일식회집,2840000,54
202604,대구광역시,남구,3,2,8005,중국음식,3150000,152
202606,경상북도,영천시,1,3,8006,서양음식,25090000,2580
202604,대구광역시,북구,3,3,8006,서양음식,20130000,2286
202605,대구광역시,동구,1,2,4020,슈퍼 마켓,58830000,5757
202602,경상북도,상주시,2,5,4020,슈퍼 마켓,128840000,4684
202604,충청북도,청주시 서원구,2,4,8301,제 과 점,22220000,1680
202604,경상남도,창원시 성산구,2,6,8021,스넥,31390000,1830
202605,경상남도,창원시 성산구,x,x,4004,대형할인점,67860000,4207
202606,경기도,군포시,3,6,8006,서양음식,8920000,758
202603,경기도,성남시 분당구,3,6,4004,대형할인점,36620000,990
202606,부산광역시,서구,2,6,8005,중국음식,21000000,806
202603,경기도,오산시,2,3,8006,서양음식,83980000,8037
202603,서울특별시,금천구,3,4,8021,스넥,6680000,474
202603,전북특별자치도,완주군,1,6,4004,대형할인점,1620000,109
202603,경상남도,통영시,1,3,8301,제 과 점,6690000,387
202601,부산광역시,북구,1,3,8005,중국음식,30850000,1046
202605,강원특별자치도,인제군,x,x,8005,중국음식,720000,20
202602,경기도,가평군,2,3,8006,서양음식,32340000,1884
202604,강원특별자치도,강릉시,2,4,4020,슈퍼 마켓,126210000,4048
202603,서울특별시,구로구,1,5,8021,스넥,93060000,6181
202605,서울특별시,마포구,3,5,8301,제 과 점,4860000,480
202604,경기도,광명시,1,3,8001,일반한식,381790000,10191
202601,광주광역시,동구,1,5,4020,슈퍼 마켓,211290000,11610
202601,강원특별자치도,정선군,2,2,8001,일반한식,25820000,542
202604,서울특별시,광진구,2,6,8021,스넥,51530000,4068
202601,경상남도,김해시,1,6,8301,제 과 점,66530000,4299
202602,경기도,화성시 병점구,1,4,8005,중국음식,32750000,1101
202604,인천광역시,부평구,1,2,8004,일식회집,52120000,1249
202604,경기도,부천시 소사구,3,3,8005,중국음식,51790000,1152
202605,울산광역시,동구,1,5,8006,서양음식,103480000,8874
202604,전라남도,영암군,3,5,4020,슈퍼 마켓,36190000,1584
202606,전북특별자치도,정읍시,1,3,8005,중국음식,10430000,387
202606,경기도,남양주시,2,4,8004,일식회집,41550000,1098
202603,경기도,성남시 분당구,2,6,8005,중국음식,60750000,1329
202606,세종특별자치시,세종특별자치시,1,4,8005,중국음식,75120000,2384
202604,서울특별시,마포구,2,1,4010,편 의 점,39190000,7562
202601,전북특별자치도,군산시,2,4,8005,중국음식,39290000,1160
202605,경기도,안산시 단원구,1,6,8021,스넥,93420000,5646
202603,경기도,수원시 권선구,2,3,8005,중국음식,17050000,559
202601,경상남도,창원시 의창구,1,5,8004,일식회집,41890000,619
202604,전라남도,광양시,2,4,8006,서양음식,56670000,5322
202603,경기도,구리시,1,4,8301,제 과 점,14620000,1327
202603,경기도,하남시,1,6,8004,일식회집,43160000,781
202603,경기도,오산시,1,6,4010,편 의 점,145270000,18176
202601,대전광역시,동구,1,5,8006,서양음식,75030000,7687
202603,충청남도,서천군,3,6,8021,스넥,960000,39
202603,광주광역시,동구,1,6,4020,슈퍼 마켓,258680000,15051
202602,대구광역시,중구,2,3,8301,제 과 점,38480000,3003
202606,서울특별시,중랑구,1,2,8301,제 과 점,7730000,961
202604,충청남도,당진시,3,2,8001,일반한식,14980000,503
202606,인천광역시,연수구,2,3,8301,제 과 점,40360000,3596
202603,인천광역시,중구,x,x,8301,제 과 점,68060000,4692
202605,인천광역시,연수구,1,5,4004,대형할인점,226580000,7495
202604,서울특별시,서초구,2,4,8004,일식회집,87780000,2449
202602,경상남도,양산시,1,2,4020,슈퍼 마켓,40740000,2242
202601,서울특별시,중구,3,6,8021,스넥,4630000,308
202602,서울특별시,강남구,1,2,8005,중국음식,141980000,3905
202606,경상북도,영천시,3,6,8001,일반한식,23720000,641
202602,부산광역시,수영구,2,3,4020,슈퍼 마켓,79670000,6869
202604,경상남도,창녕군,1,4,4010,편 의 점,58260000,5620
202606,전라남도,구례군,1,3,8006,서양음식,5030000,425
202605,부산광역시,기장군,2,3,8021,스넥,43750000,2988
202606,경기도,안성시,3,6,8006,서양음식,9990000,702
202605,부산광역시,사상구,2,5,8021,스넥,55020000,3369
202601,서울특별시,서초구,3,4,8006,서양음식,41720000,2915
202601,전북특별자치도,김제시,2,3,4020,슈퍼 마켓,30240000,1071
202601,경기도,오산시,2,5,8021,스넥,30000000,1933
202602,울산광역시,중구,1,6,8301,제 과 점,31360000,2196
202603,경상북도,의성군,2,5,8001,일반한식,46910000,1758
202602,부산광역시,남구,2,4,8005,중국음식,38710000,1217
202603,제주특별자치도,제주시,3,6,8301,제 과 점,130960000,9010
202601,대구광역시,달성군,2,5,4004,대형할인점,65290000,2573
202603,부산광역시,기장군,1,2,8021,스넥,17650000,1124
202602,서울특별시,동작구,2,3,8005,중국음식,20400000,717
202604,전라남도,신안군,1,6,8001,일반한식,136280000,2472
202603,부산광역시,중구,2,1,8021,스넥,1120000,76
202605,경상남도,창원시 마산합포구,x,x,8002,갈비전문점,15770000,260
202604,경기도,안산시 단원구,2,3,4004,대형할인점,206230000,5127
202604,경기도,수원시 영통구,1,2,4004,대형할인점,20390000,1468
202604,경기도,안산시 단원구,1,6,4004,대형할인점,377250000,8366
202603,서울특별시,강동구,3,5,8006,서양음식,10560000,908
202602,경기도,화성시 만세구,1,6,8005,중국음식,56350000,2447
202602,경기도,화성시 병점구,2,5,4020,슈퍼 마켓,227800000,6249
202605,충청남도,논산시,3,2,4020,슈퍼 마켓,69680000,4005
202601,전북특별자치도,전주시 완산구,3,5,4020,슈퍼 마켓,54630000,2789
202602,전라남도,영암군,1,4,8005,중국음식,19200000,547
202601,강원특별자치도,원주시,2,4,8021,스넥,54980000,3623
202604,강원특별자치도,철원군,2,6,8005,중국음식,4310000,148
202606,경기도,광주시,3,6,8001,일반한식,60590000,1808
202605,경기도,화성시 동탄구,1,6,8004,일식회집,37440000,682
202602,서울특별시,강서구,1,3,8301,제 과 점,57940000,5629
202605,전북특별자치도,부안군,2,4,4010,편 의 점,28820000,2941
202603,강원특별자치도,화천군,1,2,8006,서양음식,27950000,2426
202603,경기도,수원시 영통구,3,4,4004,대형할인점,8150000,441
202603,전라남도,나주시,2,4,8001,일반한식,146180000,3531
202601,전라남도,나주시,2,3,8001,일반한식,93710000,2448
202601,경상남도,창원시 진해구,3,6,4020,슈퍼 마켓,21670000,1223
202604,경기도,수원시 영통구,x,x,4010,편 의 점,91610000,13892
202601,경기도,가평군,1,2,8006,서양음식,25550000,1847
202602,충청남도,천안시 서북구,3,5,8301,제 과 점,7740000,488
202604,경기도,부천시 소사구,3,2,8006,서양음식,6050000,703
202605,전라남도,목포시,3,6,4010,편 의 점,12090000,1288
202606,경기도,안양시 만안구,1,1,8005,중국음식,2330000,138
202603,경기도,여주시,1,3,8006,서양음식,37080000,2633
202605,강원특별자치도,춘천시,1,2,8021,스넥,42650000,2308
202605,대전광역시,서구,2,6,8021,스넥,46800000,3046
202606,전북특별자치도,순창군,2,5,8301,제 과 점,5350000,232
202601,서울특별시,중랑구,3,3,4020,슈퍼 마켓,24010000,1735
202606,전북특별자치도,전주시 완산구,1,6,8301,제 과 점,43400000,3149
202601,전북특별자치도,김제시,1,5,8005,중국음식,20190000,772
202604,전라남도,순천시,2,4,8004,일식회집,29120000,509
202602,서울특별시,강동구,2,6,8004,일식회집,50400000,1018
202602,서울특별시,관악구,2,3,4004,대형할인점,39850000,2581
202604,경기도,하남시,3,2,8001,일반한식,6270000,198
202601,경기도,안성시,2,2,4004,대형할인점,133070000,3699
202605,충청남도,당진시,1,2,8006,서양음식,48030000,4381
202602,충청북도,청주시 흥덕구,3,5,4020,슈퍼 마켓,87600000,3738
202604,인천광역시,서구,3,4,8021,스넥,13580000,878
202601,전라남도,광양시,1,6,8006,서양음식,58620000,4898
202605,부산광역시,기장군,3,4,4020,슈퍼 마켓,21900000,1165
202604,전라남도,무안군,1,2,4020,슈퍼 마켓,8200000,548
202606,경기도,여주시,1,6,8301,제 과 점,12420000,875
202601,충청남도,태안군,3,6,8001,일반한식,14000000,289
202602,충청북도,괴산군,1,5,8006,서양음식,11670000,906
202601,서울특별시,서초구,3,5,4010,편 의 점,30420000,3812
202606,충청북도,청주시 상당구,x,x,8001,일반한식,68500000,1846
202601,경상북도,경주시,3,5,4010,편 의 점,37310000,3637
202605,대전광역시,중구,1,2,8005,중국음식,23220000,722
202604,울산광역시,울주군,2,5,8005,중국음식,17860000,651
202603,경상북도,영양군,2,4,4020,슈퍼 마켓,5530000,301
202605,서울특별시,동작구,3,2,8001,일반한식,48760000,2658
202605,충청남도,예산군,3,2,4010,편 의 점,18880000,2043
202601,경기도,남양주시,3,5,4010,편 의 점,18150000,1889
202606,경기도,수원시 장안구,3,5,4004,대형할인점,37740000,979
202606,경상북도,문경시,1,4,4020,슈퍼 마켓,31910000,1839
202602,충청북도,청주시 상당구,1,1,8006,서양음식,9160000,868
202604,경기도,의왕시,1,2,8001,일반한식,63650000,1881
202606,충청남도,아산시,3,1,4010,편 의 점,29110000,5878
202603,전라남도,진도군,1,6,8001,일반한식,134090000,2355
202605,강원특별자치도,춘천시,1,4,8005,중국음식,51030000,1683
202602,서울특별시,양천구,1,4,8005,중국음식,58470000,2097
202604,충청북도,청주시 상당구,2,6,8004,일식회집,9020000,177
202602,서울특별시,서초구,x,x,8001,일반한식,543070000,14253
202605,경상북도,의성군,2,6,8301,제 과 점,3580000,202
202603,경기도,안성시,1,4,8021,스넥,36350000,1501
202601,충청남도,아산시,3,3,8301,제 과 점,14870000,1161
202605,경기도,이천시,2,2,8004,일식회집,10450000,225
202602,경상남도,하동군,1,4,8001,일반한식,54570000,1097
202602,경상북도,영주시,2,3,8001,일반한식,47350000,1134
202601,전라남도,담양군,2,3,8301,제 과 점,15200000,639
